,title,rating,fat,Saturated fat,Cholesterol,Total carbohydrates,Sodium,Dietary Fiber,Protein,Added sugars,Vitamin A,Vitamin C,Calcium,Iron,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Vitamin B12,Biotin,Pantothenic acid,Phosphorus,Magnesium,Zinc,Selenium,Copper,Manganese,Molybdenum,Potassium,Choline
432,Pork and Hominy Stew,4.375,53.46153846153846,139.025,80.33333333333334,27.09818181818182,88.52173913043478,13.57142857142857,147.39999999999998,0.0,33.666666666666664,6.333333333333334,46.00000000000001,34.777777777777786,0.0,3.4666666666666663,0.0,88.41666666666667,30.846153846153847,34.181250000000006,5.882352941176471,10.0,0.0,0.0,5.2,2.24,5.0,2.363636363636364,1.2727272727272725,7.777777777777778,0.0,0.0,3.5744680851063837,2.4363636363636365
487,Grilled Vegetables with Mixed Greens and Blue Cheese Dressing,4.375,41.02564102564102,79.59500000000001,18.666666666666668,21.992727272727272,97.91304347826086,40.714285714285715,54.25999999999999,0.0,46.888888888888886,59.33333333333333,53.53846153846155,17.11111111111111,0.0,7.800000000000002,0.0,1.6666666666666667,6.384615384615385,5.9,6.882352941176471,13.25,0.0,0.0,0.0,5.920000000000001,8.095238095238095,4.454545454545455,3.2727272727272725,21.22222222222222,0.0,0.0,19.638297872340424,5.509090909090909
499,Sautéed Chicken and Radishes with Mustard and Tarragon,4.375,7.012820512820514,6.045,15.0,5.636363636363636,58.652173913043484,26.428571428571427,57.26,0.0,34.11111111111111,23.22222222222222,8.923076923076923,15.333333333333334,0.0,5.799999999999999,0.0,21.833333333333332,13.384615384615385,9.9625,14.11764705882353,18.0,0.0,0.0,5.2,12.48,18.80952380952381,10.727272727272727,64.18181818181817,21.555555555555557,0.0,0.0,11.72340425531915,7.6909090909090905
512,Hamburger Soup,5.0,14.956410256410257,15.700000000000003,24.666666666666668,10.163636363636364,12.782608695652174,19.078571428571426,10.950000000000001,0.0,91.77777777777779,115.77777777777779,5.884615384615385,5.866666666666665,2.5,14.8,0.0,16.675,25.98461538461538,16.8875,27.647058823529413,15.75,11.666666666666668,0.0,0.0,10.304,8.095238095238095,6.963636363636364,11.454545454545457,14.088888888888889,4.343478260869565,0.0,13.617021276595747,11.254545454545454
513,"Squid Ink Pasta with Shrimp, Nduja, and Tomato",5.0,2.2948717948717947,0.0,37.333333333333336,28.581818181818186,21.47826086956521,12.85714285714286,48.6,0.0,0.0,0.0,5.461538461538462,20.166666666666668,0.0,0.0,0.0,83.33333333333334,23.384615384615383,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Wild Mushroom Pierogies,5.0,9.192307692307693,4.575,0.0,26.003636363636364,35.82608695652174,16.785714285714285,28.160000000000004,0.0,33.666666666666664,6.333333333333334,5.461538461538462,29.05555555555556,0.0,3.4666666666666663,0.0,88.41666666666667,30.846153846153847,34.181250000000006,5.882352941176471,10.0,0.0,0.0,5.2,2.24,5.0,2.363636363636364,1.2727272727272725,7.777777777777778,0.0,0.0,10.723404255319151,2.4363636363636365
545,Beet Carpaccio with Goat Cheese and Arugula,4.375,48.320512820512825,115.44,32.0,19.490909090909092,46.30434782608696,22.500000000000004,67.1,0.0,86.66666666666666,74.0,75.46153846153847,20.38888888888889,0.0,3.8666666666666663,0.0,5.916666666666666,9.0,6.4375,8.823529411764707,16.75,0.0,0.0,5.2,3.6000000000000005,8.571428571428571,4.727272727272728,3.0909090909090904,20.666666666666668,0.0,0.0,13.808510638297873,5.163636363636364
557,Lemon Gnocchi with Spinach and Peas,4.375,56.02564102564103,103.45,28.666666666666668,57.53818181818182,94.8695652173913,35.0,117.08,0.0,37.666666666666664,31.333333333333336,82.3076923076923,59.33333333333334,2.5,18.933333333333334,7.333333333333332,136.66666666666669,75.07692307692308,65.625,37.00000000000001,36.0,58.333333333333336,0.0,9.0,71.75999999999999,32.38095238095238,68.27272727272728,75.63636363636363,53.77777777777778,3.0869565217391304,0.0,19.404255319148934,13.09090909090909
609,Grilled Skirt Steak and Arugula Salad with Roquefort and Catalina Dressing,4.375,28.858974358974358,70.7,18.0,11.116363636363637,66.8695652173913,22.142857142857146,48.059999999999995,0.0,39.44444444444444,43.888888888888886,46.30769230769231,5.277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,"'Wichcraft's Roasted Turkey, Avocado, Bacon, Onion Relish, & Aïoli on Ciabatta",5.0,122.53846153846155,121.66499999999998,48.33333333333333,29.214545454545455,114.56521739130434,18.57142857142857,63.98,0.0,34.77777777777778,6.555555555555556,9.23076923076923,32.44444444444444,0.0,34.13333333333333,0.0,90.08333333333334,34.69230769230769,35.056250000000006,6.470588235294118,11.0,10.833333333333334,0.0,5.2,4.720000000000001,6.666666666666667,4.636363636363637,4.181818181818182,8.88888888888889,0.0,0.0,4.808510638297873,3.090909090909091
679,Orzo Salad,4.375,46.282051282051285,84.70000000000002,23.666666666666668,68.50545454545455,36.30434782608695,156.7857142857143,80.7,8.0,52.77777777777778,83.66666666666666,94.0,197.44444444444443,0.0,0.0,0.0,83.33333333333334,23.384615384615383,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
715,"Cauliflower, White Bean, and Feta Salad",4.375,52.448717948717956,140.855,0.0,26.941818181818185,76.56521739130433,37.5,18.14,8.0,39.55555555555556,72.33333333333333,9.461538461538462,20.166666666666668,0.0,6.066666666666666,0.0,8.333333333333334,8.0,2.6875,6.764705882352942,5.5,104.16666666666669,0.0,0.2199999999999999,8.4,9.761904761904761,6.636363636363636,14.000000000000002,23.444444444444446,1.9130434782608692,0.0,18.319148936170212,2.963636363636364
729,Creamy Fennel and Greens Soup,4.375,4.230769230769231,4.495,0.6666666666666667,12.367272727272727,19.608695652173914,36.42857142857143,16.2,0.0,7.444444444444444,86.0,21.461538461538463,24.61111111111111,0.0,7.800000000000002,0.0,1.6666666666666667,6.384615384615385,5.9,6.882352941176471,13.25,0.0,0.0,0.0,5.920000000000001,8.095238095238095,4.454545454545455,3.2727272727272725,21.22222222222222,0.0,0.0,12.489361702127656,5.509090909090909
738,Fried Rice with Canadian Bacon,4.375,90.58974358974359,127.69999999999999,49.0,32.64727272727273,76.65217391304347,18.57142857142857,91.84,0.0,8.555555555555555,2.7777777777777777,11.615384615384615,38.61111111111111,0.0,15.4,0.0,51.16666666666667,24.153846153846157,31.625,32.235294117647065,34.5,0.0,0.0,0.0,21.6,24.285714285714285,30.09090909090909,13.090909090909092,49.333333333333336,0.0,0.0,15.574468085106382,10.527272727272727
748,Tuscan Tuna Salad with Fennel,5.0,71.3923076923077,48.05499999999999,0.6666666666666667,64.78545454545456,55.217391304347835,206.93571428571428,52.23,0.0,115.55555555555554,206.33333333333337,59.57692307692307,214.3111111111111,0.0,52.93333333333334,0.0,16.175,20.215384615384618,15.756250000000001,28.82352941176471,26.5,0.0,0.0,5.42,10.224,15.714285714285714,9.41818181818182,5.09090909090909,46.644444444444446,6.256521739130434,0.0,22.93617021276595,8.854545454545455
756,Hot Browns,4.375,106.88461538461539,181.09999999999997,64.66666666666667,2.465454545454546,84.78260869565219,4.642857142857143,83.78,0.0,0.0,0.0,58.15384615384615,6.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,Herb-and-Spice Southern Fried Chicken,4.375,164.9871794871795,475.91,21.666666666666668,67.89818181818183,21.173913043478265,37.5,92.36,0.0,11.11111111111111,98.55555555555556,142.3076923076923,368.94444444444446,2.5,22.53333333333333,0.0,56.33333333333333,51.769230769230774,29.425,27.882352941176467,3.75,24.583333333333336,0.0,0.0,47.28,92.85714285714286,53.18181818181817,13.090909090909093,96.44444444444443,144.7826086956522,0.0,44.72340425531915,7.709090909090908
780,Grilled Cheese and Fried Egg Sandwiches,4.375,132.56410256410257,257.5,52.0,21.876363636363635,67.8695652173913,11.428571428571429,69.30000000000001,0.0,0.0,0.0,9.846153846153848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,Corn Fritters with Spicy Zucchini Salsa,5.0,5.128205128205128,5.0,0.0,9.458181818181819,30.0,17.5,5.7,17.6,0.0,13.999999999999998,3.4615384615384617,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.382978723404257,0.0
830,Cal-Asian Seared Tuna Sandwiches,4.375,176.6153846153846,104.50999999999998,41.333333333333336,16.745454545454542,95.04347826086956,18.571428571428573,32.76,0.0,35.55555555555555,25.77777777777778,9.0,13.5,0.0,80.13333333333333,3.916666666666667,19.666666666666664,22.923076923076927,17.40625,17.411764705882355,24.75,50.833333333333336,0.0,10.64,23.120000000000005,16.904761904761905,12.363636363636363,34.36363636363637,26.0,7.91304347826087,0.0,16.617021276595743,12.836363636363636
904,Herbed Hamburgers with Arugula,4.375,42.794871794871796,74.1,46.0,1.28,13.347826086956522,5.0,79.64,0.0,13.333333333333334,16.444444444444446,13.846153846153847,40.72222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.787234042553191,0.0
918,"Tomato, Onion, and Roasted Lemon Salad",4.375,15.32051282051282,16.384999999999998,7.666666666666666,50.35272727272728,21.304347826086957,12.500000000000002,21.479999999999997,0.0,40.0,45.22222222222222,6.076923076923077,9.777777777777779,0.0,6.000000000000001,0.0,3.166666666666667,6.615384615384615,10.2875,7.647058823529412,3.0,16.666666666666668,0.0,0.0,5.680000000000001,3.095238095238096,12.636363636363637,14.181818181818182,4.777777777777778,0.0,0.0,2.9574468085106385,6.2727272727272725
939,"Open-Face Prosciutto, Fresh Ricotta, and Red-Onion Marmalade Sandwiches",4.375,40.56410256410256,92.24,43.0,23.781818181818185,122.69565217391305,8.214285714285714,91.0,0.0,13.0,0.0,20.30769230769231,28.22222222222223,1.0,1.1333333333333333,0.0,86.00000000000001,45.230769230769226,30.081250000000004,3.5294117647058822,2.0,22.500000000000004,0.0,0.0,13.76,4.285714285714286,8.636363636363637,20.18181818181818,1.8888888888888888,0.0,0.0,3.787234042553192,3.0727272727272723
979,Yukon Gold Potato and Chive Soup,4.375,36.85897435897436,74.8,47.0,8.985454545454544,11.869565217391305,14.285714285714285,20.98,0.0,31.444444444444443,65.11111111111111,20.0,13.5,2.5,11.8,0.0,16.25,20.153846153846153,10.24375,13.588235294117649,32.25,11.666666666666668,0.0,0.2199999999999999,10.8,13.333333333333332,9.454545454545453,13.090909090909093,21.11111111111111,1.9130434782608692,0.0,11.148936170212767,10.709090909090909
1000,Tomato Bacon Sandwiches,4.375,163.84615384615387,144.99999999999997,42.333333333333336,0.0,60.73913043478261,0.0,14.279999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,Black-Bean Shrimp with Chinese Broccoli,4.375,13.551282051282051,8.99,84.0,11.745454545454546,58.99999999999999,32.14285714285714,74.69999999999999,0.0,40.666666666666664,7.000000000000001,20.692307692307693,25.33333333333333,0.5,25.599999999999998,0.0,18.166666666666668,16.07692307692308,21.1875,22.764705882352942,22.25,42.91666666666667,0.0,5.2,32.480000000000004,20.714285714285715,18.727272727272727,75.8181818181818,52.55555555555556,0.0,0.0,21.51063829787234,21.854545454545455
1017,Bean Thread Noodles with Pickled Vegetables,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,Gruyère and Parmesan Cheese Soufflé,4.375,106.02564102564104,244.0,68.33333333333334,27.618181818181817,94.43478260869566,11.428571428571429,121.82000000000001,0.0,29.11111111111111,0.0,142.3846153846154,2.722222222222222,2.5,3.5333333333333337,7.333333333333332,2.166666666666667,27.538461538461533,0.5,4.764705882352942,1.5,58.333333333333336,0.0,9.0,50.16,8.095238095238095,38.18181818181819,62.54545454545454,4.444444444444445,3.0869565217391304,0.0,3.829787234042553,2.5636363636363635
1071,Beet and Cabbage Borscht,4.375,36.94871794871794,72.26,29.999999999999993,17.31636363636364,64.78260869565217,27.857142857142858,33.28,8.0,35.0,10.222222222222223,18.384615384615383,30.833333333333332,0.0,10.600000000000001,0.0,9.916666666666668,31.769230769230766,23.6,29.000000000000004,32.75,16.666666666666668,0.0,5.2,11.200000000000001,15.0,19.363636363636363,18.181818181818183,28.11111111111111,0.0,0.0,22.404255319148938,14.254545454545454
1110,Best-Ever Egg Salad Sandwiches,4.375,243.62820512820514,250.51999999999998,53.0,24.425454545454542,152.52173913043478,33.214285714285715,37.059999999999995,0.0,2.0,0.8888888888888888,19.30769230769231,27.72222222222222,0.0,43.266666666666666,0.0,16.416666666666668,5.230769230769231,4.0687500000000005,4.882352941176471,2.0,0.0,0.0,0.0,8.88,12.619047619047619,6.909090909090909,63.090909090909086,26.22222222222222,0.0,0.0,3.5531914893617027,5.8
1120,Bacon and Egg Empañadas,4.375,78.70512820512822,186.175,71.66666666666667,22.88,92.8695652173913,11.428571428571429,135.5,0.0,1.4444444444444444,0.0,10.461538461538463,11.722222222222221,3.5,1.4666666666666666,0.0,35.5,14.692307692307692,37.84375,24.176470588235293,0.25,16.666666666666668,0.0,0.0,22.08,4.761904761904762,16.727272727272727,61.45454545454545,13.77777777777778,0.0,0.0,7.8936170212765955,13.745454545454544
1128,Tomato and Crab Soup,4.375,9.5,7.175,78.99999999999999,1.781818181818182,32.30434782608695,0.7142857142857143,66.68,0.0,7.111111111111112,3.6666666666666665,11.923076923076923,5.722222222222222,0.5,28.333333333333336,0.0,7.500000000000001,10.23076923076923,30.799999999999997,19.29411764705882,19.75,181.66666666666669,0.0,0.0,40.56,14.761904761904763,44.727272727272734,138.54545454545453,113.44444444444444,0.0,0.0,8.297872340425531,31.163636363636364
1154,"Smoked-Turkey, Plum, and Fennel Salad",4.375,15.384615384615385,18.009999999999998,13.666666666666666,21.385454545454547,56.08695652173914,31.78571428571429,30.42,0.0,48.666666666666664,67.33333333333333,13.846153846153847,17.72222222222222,0.0,9.8,0.0,5.166666666666666,8.76923076923077,8.71875,7.117647058823531,8.25,0.0,0.0,0.0,7.440000000000001,6.904761904761905,3.7272727272727275,2.1818181818181817,16.77777777777778,0.0,0.0,14.276595744680849,3.8
1160,Potato-Chive Soup,4.375,36.85897435897436,74.79,47.0,8.912727272727274,11.826086956521738,14.285714285714285,20.98,0.0,31.333333333333332,65.11111111111111,19.846153846153847,13.055555555555555,2.5,11.8,0.0,15.416666666666668,19.846153846153847,10.24375,13.588235294117649,32.0,11.666666666666668,0.0,0.0,10.8,13.095238095238095,9.09090909090909,13.090909090909093,19.444444444444443,0.0,0.0,10.957446808510639,10.709090909090909
1165,Ceviche Acapulqueño,5.0,29.217948717948715,22.715,9.333333333333334,57.334545454545456,40.130434782608695,116.07142857142857,65.0,0.0,147.11111111111111,71.88888888888889,5.923076923076923,57.777777777777786,0.0,66.8,3.916666666666667,100.25,126.76923076923076,93.125,52.23529411764706,18.75,40.0,0.0,24.560000000000002,28.0,26.90476190476191,13.09090909090909,34.90909090909091,31.88888888888889,43.608695652173914,0.0,45.85106382978724,23.10909090909091
1206,Tacos al Pastor,4.375,6.282051282051283,11.75,25.333333333333336,87.6290909090909,45.69565217391305,23.57142857142857,73.72,0.0,0.0,27.77777777777778,4.615384615384615,30.16666666666667,0.0,0.0,0.0,83.33333333333334,25.538461538461537,29.312500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.0
1225,Moroccan-Spiced Cold Tomato Soup,4.375,38.46153846153846,43.5,0.0,75.7090909090909,2.4347826086956528,100.0,46.92,0.0,1.4444444444444444,26.555555555555557,59.61538461538461,129.16666666666666,0.0,12.866666666666664,0.0,10.916666666666668,13.461538461538463,14.756250000000001,24.941176470588236,6.5,0.0,0.0,1.36,9.76,32.857142857142854,23.545454545454547,18.363636363636363,57.77777777777778,690.4347826086959,0.0,15.212765957446809,4.1818181818181825
1244,Coconut Chicken Soup,4.375,78.33333333333333,173.96499999999997,15.0,62.29090909090908,24.608695652173914,265.0,95.94,0.0,146.66666666666666,58.222222222222214,57.99999999999999,134.83333333333334,0.0,20.933333333333334,0.0,26.666666666666664,114.61538461538461,67.5,47.64705882352941,12.75,0.0,0.0,19.12,45.44,99.52380952380952,52.00000000000001,54.0,133.66666666666666,118.30434782608695,0.0,66.80851063829789,15.327272727272726
1261,Chicken and Sausage Maque Choux,4.375,35.21282051282051,55.269999999999996,84.66666666666666,41.90909090909091,88.34782608695653,31.22142857142857,167.46999999999997,9.6,33.77777777777778,122.11111111111111,12.346153846153847,42.53333333333333,0.0,4.133333333333333,0.0,93.67500000000001,41.753846153846155,39.9375,21.88235294117647,10.5,0.0,0.0,5.2,5.184,7.857142857142858,4.236363636363637,1.9999999999999998,16.311111111111114,4.343478260869565,0.0,9.382978723404257,3.1090909090909093
1284,"Bulgur, Parsley, and Mint Salad",4.375,14.115384615384615,16.195,0.0,78.17818181818183,38.08695652173913,50.357142857142854,33.26,8.0,39.888888888888886,46.666666666666664,11.384615384615383,20.77777777777778,0.0,0.1333333333333333,0.0,2.5833333333333335,2.1538461538461537,0.4499999999999999,2.176470588235294,1.75,0.0,0.0,0.2199999999999999,1.52,2.142857142857143,1.727272727272727,0.5454545454545454,6.666666666666667,1.9130434782608692,0.0,13.319148936170212,0.7818181818181817
1317,Pork and Chive Dumplings with Dried Shrimp,5.0,65.53846153846155,44.18,62.66666666666667,8.392727272727273,335.2608695652173,21.071428571428573,97.3,0.0,25.0,64.55555555555556,19.61538461538462,44.777777777777786,0.0,35.46666666666666,0.0,10.333333333333334,38.769230769230774,25.2625,31.235294117647058,43.0,0.0,0.0,0.0,23.759999999999998,32.61904761904762,17.0,6.545454545454546,25.666666666666668,0.0,0.0,23.382978723404253,8.363636363636363
1327,Spiced Black Lentils with Yogurt and Mint,4.375,11.756410256410255,17.44,5.0,44.26909090909091,18.73913043478261,12.142857142857142,14.399999999999999,0.0,4.111111111111112,8.555555555555555,12.076923076923075,7.888888888888888,0.0,9.4,0.0,5.833333333333334,16.307692307692307,5.0375000000000005,7.705882352941177,15.75,15.833333333333334,0.0,0.0,6.239999999999999,8.571428571428573,11.0,2.727272727272727,17.11111111111111,0.0,0.0,9.48936170212766,3.472727272727273
1354,Fig Salad with Goat's Milk Yogurt and Pepper Cress,4.375,60.34615384615385,134.92000000000002,37.666666666666664,38.82181818181819,66.65217391304347,21.785714285714285,69.1,128.0,58.33333333333333,83.44444444444444,82.53846153846152,11.999999999999998,0.0,9.666666666666666,0.0,7.000000000000001,20.69230769230769,1.2375,8.529411764705882,1.7500000000000002,15.416666666666668,0.0,0.0,5.04,8.333333333333334,6.7272727272727275,1.6363636363636365,8.88888888888889,0.0,0.0,23.04255319148936,1.7454545454545456
