,title,rating,fat,Saturated fat,Cholesterol,Total carbohydrates,Sodium,Dietary Fiber,Protein,Added sugars,Vitamin A,Vitamin C,Calcium,Iron,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Vitamin B12,Biotin,Pantothenic acid,Phosphorus,Magnesium,Zinc,Selenium,Copper,Manganese,Molybdenum,Potassium,Choline
532,Grandmother Walters's Biscuits,4.375,100.76923076923076,250.0,71.33333333333334,48.03636363636364,15.391304347826088,12.85714285714286,7.139999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Peaches and Cream Shortcakes with Cornmeal-Orange Biscuits,4.375,31.589743589743588,22.200000000000003,22.33333333333333,92.32727272727271,46.913043478260875,46.78571428571429,40.18,0.0,0.0,5.888888888888888,1.6923076923076923,22.444444444444443,0.0,0.0,0.0,0.0,11.615384615384617,11.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8510638297872335,0.0
644,Portuguese Baked Eggs,4.375,90.34102564102564,199.24,53.66666666666667,37.01090909090909,40.04347826086957,14.792857142857143,83.45,0.0,13.0,199.44444444444446,135.73076923076923,2.533333333333333,1.0,1.1333333333333333,0.0,5.925000000000001,26.523076923076925,4.74375,18.058823529411764,2.0,22.500000000000004,0.0,0.0,15.104,6.428571428571429,9.781818181818181,20.18181818181818,8.311111111111112,4.343478260869565,0.0,7.25531914893617,3.0727272727272723
693,Thick Apple Pancakes with Raspberry Sauce,4.375,0.9743589743589743,0.0,0.0,41.52727272727273,0.0434782608695652,11.428571428571429,0.0,111.20000000000002,0.0,3.4444444444444446,0.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.6923076923076923,0.05,0.0588235294117647,0.0,0.0,0.0,0.0,0.24,0.0,0.2727272727272727,0.3636363636363636,1.7777777777777777,0.0,0.0,2.382978723404255,0.0
791,Chile-and-Olive-Oil-Fried Egg with Avocado and Sprouts,5.0,92.47435897435898,109.89,24.0,23.658181818181816,45.347826086956516,11.785714285714286,16.62,0.0,1.1111111111111112,0.2222222222222222,12.461538461538463,1.9444444444444444,0.0,30.666666666666664,0.0,1.6666666666666667,3.8461538461538463,0.8750000000000001,0.5882352941176471,1.0,10.833333333333334,0.0,0.0,2.48,1.6666666666666667,2.272727272727273,2.909090909090909,1.1111111111111112,0.0,0.0,1.2340425531914894,0.6545454545454545
851,Shishito Pepper Potato Hash with Fried Eggs,5.0,51.43589743589744,95.56,35.333333333333336,50.14181818181818,17.17391304347826,135.71428571428572,20.6,0.0,7.111111111111111,23.888888888888886,46.0,164.7222222222222,2.5,10.4,0.0,8.916666666666668,10.999999999999998,6.2,5.470588235294118,5.75,11.666666666666668,0.0,0.0,6.16,3.095238095238096,4.0,11.454545454545457,2.0,0.0,0.0,4.659574468085107,9.763636363636364
852,Jam Filled Buttermilk Biscuits,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,Diner-Style Western Omelet,5.0,74.55897435897437,174.425,46.333333333333336,45.78909090909091,102.34782608695652,23.007142857142856,116.33,0.0,1.4444444444444444,110.55555555555556,12.26923076923077,25.25555555555556,3.5,1.4666666666666666,0.0,122.09166666666667,47.06153846153846,71.13125000000001,38.705882352941174,0.25,16.666666666666668,0.0,0.0,23.424,6.904761904761905,17.87272727272727,61.45454545454545,20.200000000000003,4.343478260869565,0.0,11.361702127659575,13.745454545454544
957,"Yogurt with Granola, Tropical Fruit, and Crystallized Ginger",4.375,0.0,0.0,0.0,29.963636363636365,0.1739130434782608,0.7142857142857143,0.6,0.0,0.0,0.5555555555555556,0.4615384615384615,2.333333333333333,0.0,0.0,0.0,0.0,2.923076923076923,0.75625,1.411764705882353,0.5,0.0,0.0,1.36,0.32,0.4761904761904762,2.0,1.4545454545454546,4.0,3.4782608695652173,0.0,1.1063829787234043,0.4
971,"Mango, Berry & Banana Smoothie",4.375,12.897435897435898,11.000000000000002,5.0,72.71636363636364,27.913043478260867,46.07142857142857,38.2,0.0,0.0,25.555555555555554,22.846153846153847,239.55555555555554,0.0,0.0,0.0,0.0,11.538461538461538,0.0,0.0,0.0,15.416666666666668,0.0,0.0,0.0,3.095238095238096,5.636363636363637,0.0,0.0,0.0,0.0,21.893617021276594,0.0
1040,Blueberry Buckwheat Pancakes,4.375,36.92307692307693,80.0,10.666666666666668,44.618181818181824,7.652173913043478,11.428571428571429,12.82,0.0,0.0,0.0,9.846153846153848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,Bacon and Egg Empañadas,4.375,78.70512820512822,186.175,71.66666666666667,22.88,92.8695652173913,11.428571428571429,135.5,0.0,1.4444444444444444,0.0,10.461538461538463,11.722222222222221,3.5,1.4666666666666666,0.0,35.5,14.692307692307692,37.84375,24.176470588235293,0.25,16.666666666666668,0.0,0.0,22.08,4.761904761904762,16.727272727272727,61.45454545454545,13.77777777777778,0.0,0.0,7.8936170212765955,13.745454545454544
1171,"Old-Fashioned Oatmeal with Apples, Raisins and Honey-Toasted Walnuts",4.375,62.35897435897436,72.435,10.666666666666666,71.59272727272727,21.869565217391305,50.71428571428571,49.96,0.0,0.0,10.777777777777777,41.07692307692307,42.388888888888886,8.5,2.466666666666667,0.0,1.916666666666667,37.23076923076923,22.29375,1.7058823529411766,1.0,36.25,0.0,1.36,1.9200000000000002,5.476190476190476,9.363636363636363,4.181818181818182,7.222222222222222,3.4782608695652173,0.0,7.1063829787234045,0.7636363636363637
1184,Ham and Bell Pepper Frittata,4.375,48.23846153846154,98.905,54.0,49.56,66.95652173913042,142.65,101.27,0.0,25.666666666666664,198.44444444444446,51.730769230769226,182.2,3.5,2.8666666666666663,0.0,45.25833333333333,30.369230769230768,45.8625,46.82352941176471,26.5,16.666666666666668,0.0,0.0,28.064,16.904761904761905,22.96363636363636,63.090909090909086,37.644444444444446,4.343478260869565,0.0,17.659574468085104,14.69090909090909
1195,Mango Gingerbread with Macadamia Streusel,4.375,134.10256410256412,140.5,10.666666666666668,56.90909090909091,7.869565217391304,60.0,33.64,0.0,0.0,1.3333333333333333,19.30769230769231,20.5,0.0,0.0,0.0,100.0,12.461538461538462,15.437500000000002,16.176470588235293,2.75,0.0,0.0,15.160000000000002,15.04,30.952380952380956,11.818181818181818,6.545454545454546,84.0,179.56521739130434,0.0,26.446808510638295,0.0
1204,Sweet-Potato Pancakes with Honey-Cinnamon Butter,5.0,103.87179487179488,192.06,43.333333333333336,93.77818181818182,55.65217391304347,25.357142857142858,71.66,93.39999999999999,7.111111111111111,1.1111111111111112,24.692307692307693,21.111111111111114,2.5,10.4,0.0,8.916666666666668,13.923076923076922,6.95625,6.882352941176471,6.25,11.666666666666668,0.0,1.36,6.48,3.571428571428572,6.0,12.909090909090912,6.0,3.4782608695652173,0.0,6.765957446808511,10.163636363636364
1353,Yukon Gold and Sweet Potato Home Fries,5.0,15.648717948717948,15.570000000000002,24.666666666666668,28.31636363636364,28.26086956521739,16.935714285714283,31.01,0.0,7.222222222222221,111.11111111111111,4.5,25.200000000000003,2.5,10.4,0.0,96.34166666666668,43.676923076923075,39.487500000000004,20.0,6.0,11.666666666666668,0.0,0.2199999999999999,7.5040000000000004,5.476190476190476,5.509090909090909,11.454545454545457,10.08888888888889,6.256521739130434,0.0,8.319148936170214,9.763636363636364
1425,Sour Cream-Streusel Coffee Cake,4.375,187.46153846153845,346.925,71.66666666666667,89.65454545454546,30.391304347826082,50.71428571428571,51.82000000000001,84.8,0.4444444444444444,5.222222222222222,38.46153846153847,60.55555555555556,0.0,0.7333333333333333,0.0,13.333333333333334,10.923076923076922,10.09375,17.41176470588235,2.5,0.0,0.0,0.0,7.920000000000001,8.571428571428571,3.363636363636364,1.2727272727272725,33.11111111111111,0.0,0.0,17.53191489361702,1.927272727272727
1455,"Frittata Bites with Chard, Sausage, and Feta",5.0,90.51282051282051,229.335,34.666666666666664,38.654545454545456,86.30434782608695,39.285714285714285,34.199999999999996,8.0,35.0,29.55555555555555,21.61538461538462,22.22222222222222,0.0,15.866666666666664,0.0,3.166666666666667,6.846153846153847,2.475,6.764705882352942,2.75,104.16666666666669,0.0,0.0,3.84,20.0,3.4545454545454546,1.6363636363636365,20.666666666666668,0.0,0.0,18.617021276595743,3.4545454545454546
1658,Crunchy Eggs with Piquillo Peppers,5.0,69.48717948717949,147.5,40.333333333333336,48.509090909090915,126.78260869565217,141.07142857142858,64.82,8.0,0.0,23.33333333333333,45.07692307692308,173.27777777777774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212765957446807,0.0
1724,Sweet and Chunky Apple Butter,4.375,0.8333333333333334,0.0,0.0,5.2,0.0,11.428571428571429,0.0,0.0,0.0,3.4444444444444446,0.0,1.277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3404255319148937,0.0
1849,"Wild Mushroom Frittata with Cheddar, Green Onions, and Peas",4.375,129.10256410256412,284.125,58.0,69.03999999999999,82.26086956521738,138.92857142857142,187.84,0.0,42.22222222222222,11.11111111111111,81.84615384615387,70.38888888888889,0.0,18.866666666666667,0.0,56.25000000000001,29.461538461538467,36.49375,38.117647058823536,44.5,0.0,0.0,5.2,23.840000000000003,29.285714285714285,32.45454545454545,14.363636363636363,57.111111111111114,0.0,0.0,19.148936170212764,12.963636363636365
1868,Buttermilk Waffles with Cherry-Almond Sauce,4.375,5.897435897435898,13.760000000000002,6.666666666666667,3.3527272727272726,6.086956521739131,0.0,13.96,0.0,4.0,1.1111111111111112,19.384615384615383,0.0555555555555555,2.5,0.3333333333333333,0.0,4.0,26.615384615384613,0.8,2.294117647058824,1.25,24.583333333333336,0.0,0.0,7.359999999999999,5.714285714285715,9.545454545454547,3.636363636363636,0.1111111111111111,0.0,0.0,6.638297872340425,3.218181818181818
1975,Carrot-Coconut Cupcakes with Cream Cheese Frosting,4.375,266.20512820512823,454.53999999999996,43.66666666666667,94.29818181818183,49.826086956521735,83.21428571428572,54.44,84.8,85.0,5.888888888888889,20.153846153846157,58.44444444444444,0.0,13.733333333333333,0.0,59.50000000000001,18.153846153846153,14.025,20.0,15.5,0.0,0.0,17.26,24.96,31.666666666666664,43.00000000000001,6.909090909090909,138.99999999999997,195.6521739130435,0.0,15.212765957446809,8.854545454545455
2003,Huevos Rancheros with Chipotle Black Bean Sauce and Avocado Salsa,4.375,131.56410256410257,219.535,59.66666666666667,46.32363636363637,114.17391304347825,42.142857142857146,77.44,0.0,1.1111111111111112,0.8888888888888888,66.6923076923077,18.0,0.0,36.733333333333334,0.0,9.166666666666666,11.538461538461538,3.5625,7.352941176470589,6.25,10.833333333333334,0.0,0.0,10.88,11.19047619047619,8.545454545454545,16.90909090909091,22.88888888888889,0.0,0.0,9.063829787234042,3.618181818181818
2024,Golden Delicious Apple and Cheddar Turnovers with Dried Cranberries,4.375,41.987179487179496,89.49999999999999,29.666666666666668,5.2,27.95652173913044,11.428571428571429,50.0,0.0,0.0,3.4444444444444446,54.92307692307692,1.277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3404255319148937,0.0
2050,Blueberry–Chia Seed Jam,5.0,2.9487179487179485,3.105,0.0,66.80000000000001,1.0869565217391304,17.142857142857142,10.6,0.0,1.3333333333333337,6.777777777777777,12.384615384615385,3.333333333333333,0.0,0.0,0.0,24.166666666666668,13.076923076923078,33.125,17.529411764705884,12.25,0.0,0.0,16.319999999999997,9.92,11.904761904761903,7.545454545454546,0.0,118.88888888888889,5.739130434782609,0.0,24.638297872340424,0.0
2172,Black-Eyed Pea Fritters with Hot Pepper Relish,4.375,60.14871794871795,141.095,35.66666666666667,60.25818181818182,101.43478260869566,164.07857142857145,85.33,8.0,8.555555555555555,134.55555555555554,88.5,197.14444444444445,0.0,21.46666666666667,0.0,61.925000000000004,38.67692307692308,38.2875,53.52941176470589,39.75,0.0,0.0,0.0,31.344,35.95238095238095,37.50909090909091,27.090909090909093,77.53333333333333,4.343478260869565,0.0,37.08510638297872,13.490909090909092
2184,"Charred Squid and Conch Buljol with ""Soused"" Green Figs and Tomato Chokha Coulis",4.375,108.69999999999999,153.345,128.0,88.97818181818181,114.47826086956523,84.07857142857144,156.13,120.0,51.77777777777777,176.66666666666666,73.11538461538461,45.08888888888889,7.5,5.6000000000000005,0.0,12.175,27.676923076923078,4.79375,18.176470588235293,9.25,20.833333333333336,0.0,0.2199999999999999,12.943999999999999,7.142857142857142,12.872727272727273,35.63636363636364,20.97777777777778,6.256521739130434,0.0,8.936170212765958,30.69090909090909
2242,Mini Star-Anise Scones,5.0,58.846153846153854,19.580000000000002,0.0,20.60727272727273,35.47826086956522,52.142857142857146,35.2,0.0,1.7777777777777777,27.77777777777777,49.69230769230769,205.55555555555557,0.0,0.0,0.0,28.33333333333334,22.307692307692307,19.125,38.235294117647065,2.5,0.0,0.0,15.94,35.2,40.47619047619048,48.18181818181818,9.090909090909092,101.11111111111111,100.0,0.0,30.638297872340424,0.0
2264,Croque Madame Casserole With Ham and Gruyère,4.375,73.42307692307693,174.425,46.333333333333336,22.45090909090909,83.65217391304347,11.428571428571429,93.1,0.0,1.4444444444444444,0.0,10.461538461538463,4.666666666666666,3.5,1.4666666666666666,0.0,35.5,14.692307692307692,37.84375,24.176470588235293,0.25,16.666666666666668,0.0,0.0,22.08,4.761904761904762,16.727272727272727,61.45454545454545,13.77777777777778,0.0,0.0,7.8936170212765955,13.745454545454544
2327,Braised Beef and Veal with Tomato Gravy,4.375,7.538461538461538,20.6,17.666666666666668,0.0,9.217391304347826,0.0,40.0,0.0,0.0,0.0,0.0,23.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,Maple Apricot Granola,4.375,5.935897435897436,4.04,0.0,45.11636363636363,2.9565217391304346,18.928571428571427,11.92,0.0,1.3333333333333337,6.777777777777777,24.30769230769231,4.499999999999999,8.5,2.466666666666667,0.0,26.083333333333336,13.692307692307693,33.475,17.823529411764707,12.75,20.833333333333336,0.0,16.319999999999997,11.52,13.809523809523808,9.272727272727273,2.727272727272727,122.11111111111111,5.739130434782609,0.0,25.02127659574468,0.3636363636363636
2505,Fried Egg Sandwiches with Pancetta and Arugula,4.375,83.15384615384616,187.935,61.333333333333336,24.658181818181816,56.47826086956522,14.642857142857144,113.64000000000001,0.0,0.5555555555555556,1.3333333333333333,10.846153846153848,11.555555555555557,0.0,6.000000000000001,0.0,3.166666666666667,6.615384615384615,10.2875,7.647058823529412,3.0,16.666666666666668,0.0,0.0,5.680000000000001,3.095238095238096,12.636363636363637,14.181818181818182,4.777777777777778,0.0,0.0,2.9574468085106385,6.2727272727272725
2524,Pumpkin Muffins,4.375,2.9487179487179485,3.105,0.0,14.836363636363636,1.1739130434782608,28.57142857142857,12.2,0.0,1.3333333333333337,6.777777777777777,6.538461538461539,12.222222222222221,0.0,0.0,0.0,24.166666666666668,13.076923076923078,33.125,17.529411764705884,12.25,0.0,0.0,16.319999999999997,9.92,11.904761904761903,7.545454545454546,0.0,118.88888888888889,5.739130434782609,0.0,18.617021276595743,0.0
2603,Pear and Vanilla Upside-Down Pancake,4.375,57.88461538461539,131.755,41.33333333333333,34.60727272727273,10.434782608695652,22.5,20.560000000000002,0.0,20.333333333333332,4.777777777777778,19.53846153846154,2.888888888888889,1.5,4.2,0.0,4.416666666666667,14.846153846153848,1.525,4.294117647058824,4.0,16.25,0.0,0.0,9.280000000000001,4.285714285714286,5.090909090909091,6.545454545454545,9.444444444444445,0.0,0.0,5.553191489361702,5.654545454545456
2633,Baked Eggs and Mushrooms in Ham Crisps,4.375,49.820512820512825,90.825,28.666666666666668,23.487272727272725,73.39130434782608,14.642857142857144,52.66,0.0,1.4444444444444444,0.0,12.53846153846154,9.555555555555555,3.5,1.4666666666666666,0.0,35.5,14.692307692307692,37.84375,24.176470588235293,0.25,16.666666666666668,0.0,0.0,22.08,4.761904761904762,16.727272727272727,61.45454545454545,13.77777777777778,0.0,0.0,15.042553191489363,13.745454545454544
2777,Chopped Veggie Salad with Watermelon and Feta Cheese,4.375,47.41025641025641,144.2,5.0,18.021818181818183,39.34782608695652,10.714285714285715,13.86,0.0,39.44444444444444,43.888888888888886,15.230769230769228,5.277777777777778,0.0,0.0,0.0,0.0,11.538461538461538,0.0,0.0,0.0,119.58333333333336,0.0,0.0,0.0,3.095238095238096,5.636363636363637,0.0,0.0,0.0,0.0,3.276595744680851,0.0
2798,Soufflé Pancake,4.375,42.358974358974365,80.0,10.666666666666668,40.07272727272728,23.130434782608695,23.57142857142857,33.22,0.0,0.0,6.777777777777777,12.461538461538463,16.944444444444443,0.0,0.0,0.0,0.0,22.153846153846157,21.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,Turkey Hash,4.375,53.06410256410257,97.66,46.66666666666667,28.35272727272727,39.82608695652174,21.428571428571427,40.1,0.0,7.111111111111111,0.5555555555555556,15.615384615384617,10.499999999999998,2.5,10.4,0.0,8.916666666666668,10.999999999999998,6.2,5.470588235294118,5.75,11.666666666666668,0.0,0.0,6.16,3.095238095238096,4.0,11.454545454545457,2.0,0.0,0.0,4.659574468085107,9.763636363636364
2813,Egg-in-a-Hole Sandwich with Bacon and Cheddar,5.0,142.17948717948718,259.0,64.0,20.98181818181818,69.78260869565219,11.428571428571429,77.1,0.0,0.0,0.0,64.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2860,Poached Eggs and Parmesan Cheese Over Toasted Brioche with Pistou,5.0,72.56410256410257,157.0,39.333333333333336,26.036363636363635,85.91304347826087,11.428571428571429,69.62,0.0,29.11111111111111,0.0,75.46153846153847,2.722222222222222,2.5,3.5333333333333337,7.333333333333332,2.166666666666667,27.538461538461533,0.5,4.764705882352942,1.5,58.333333333333336,0.0,9.0,50.16,8.095238095238095,38.18181818181819,62.54545454545454,4.444444444444445,3.0869565217391304,0.0,3.829787234042553,2.5636363636363635
2864,Spinach and Cheese Strata,4.375,117.84615384615384,254.445,64.66666666666667,32.49454545454545,176.91304347826085,38.57142857142857,143.60000000000002,0.0,30.11111111111111,33.111111111111114,88.53846153846153,33.72222222222223,2.5,11.866666666666667,7.333333333333332,21.083333333333336,39.230769230769226,14.29375,16.47058823529412,6.25,75.0,0.0,9.0,64.47999999999999,22.61904761904762,56.63636363636364,138.54545454545453,17.444444444444443,3.0869565217391304,0.0,9.97872340425532,12.909090909090907
2894,Whole-Wheat Pancakes with Blackberry Syrup,4.375,40.42307692307693,80.0,10.666666666666668,82.67636363636363,7.739130434782608,43.57142857142858,28.62,0.0,0.0,8.88888888888889,17.692307692307693,246.88888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.872340425531915,0.0
2949,Huevos Rancheros Verdes,4.375,127.61538461538463,198.585,41.66666666666667,65.2218181818182,71.43478260869564,150.35714285714286,67.88,0.0,1.777777777777778,36.55555555555555,57.61538461538462,173.11111111111111,0.0,33.199999999999996,0.0,5.333333333333333,6.538461538461538,12.4375,3.882352941176471,2.75,10.833333333333334,0.0,3.0,5.6,6.428571428571429,4.272727272727273,3.8181818181818183,9.888888888888888,6.652173913043479,0.0,6.9361702127659575,2.036363636363636
2975,Sweet Potato Cakes with Mango-Pineapple Chutney,4.375,9.64102564102564,16.0,5.0,64.36727272727273,22.434782608695656,43.92857142857142,14.04,8.0,0.0,0.0,17.46153846153846,9.11111111111111,0.0,0.0,0.0,0.0,11.538461538461538,0.0,0.0,0.0,15.416666666666668,0.0,0.0,0.0,3.095238095238096,5.636363636363637,0.0,0.0,0.0,0.0,32.1063829787234,0.0
3000,Three-Cheese Baked Eggs with Roasted Peppers,4.375,145.3923076923077,334.5,86.66666666666667,52.92363636363636,139.91304347826087,133.7214285714286,163.25,0.0,29.11111111111111,133.88888888888889,164.57692307692307,164.3111111111111,2.5,3.5333333333333337,7.333333333333332,5.425000000000001,34.36923076923077,4.475,19.294117647058826,1.5,58.333333333333336,0.0,9.0,51.504,10.238095238095237,39.327272727272735,62.54545454545454,10.866666666666667,7.430434782608696,0.0,7.297872340425531,2.5636363636363635
3008,Applesauce Spice Muffins,4.375,157.8846153846154,124.05,5.666666666666666,60.90909090909091,19.91304347826087,136.07142857142858,57.6,0.0,1.7777777777777777,30.666666666666668,73.76923076923077,145.44444444444443,0.0,22.199999999999996,0.0,65.91666666666667,20.53846153846154,21.3125,35.88235294117647,11.5,0.0,0.0,17.26,31.6,61.19047619047619,62.727272727272734,23.81818181818182,187.1111111111111,882.6086956521741,0.0,25.170212765957448,11.145454545454546
3038,Spinach and Sun-Dried Tomato Frittata,4.375,79.12820512820514,176.36,36.0,49.58545454545454,70.8695652173913,36.785714285714285,104.7,0.0,34.22222222222222,39.00000000000001,21.461538461538463,46.33333333333334,0.0,9.466666666666667,0.0,91.58333333333334,37.46153846153846,44.46875,13.529411764705884,13.0,16.666666666666668,0.0,5.2,7.920000000000001,8.095238095238095,15.0,15.454545454545453,12.555555555555555,0.0,0.0,6.531914893617023,8.709090909090909
3079,Currant Tea Scones,4.375,0.282051282051282,0.425,0.0,27.99272727272728,1.8695652173913044,15.714285714285715,6.860000000000001,0.0,0.4444444444444444,5.222222222222222,6.769230769230769,10.444444444444445,0.0,0.7333333333333333,0.0,13.333333333333334,10.923076923076922,10.09375,17.41176470588235,2.5,0.0,0.0,0.0,7.920000000000001,8.571428571428571,3.363636363636364,1.2727272727272725,33.11111111111111,0.0,0.0,16.53191489361702,1.927272727272727
3086,Cherries in Almond Syrup Over Greek Yogurt,5.0,80.02564102564104,46.0,5.0,30.07636363636363,10.989565217391304,21.785714285714285,49.839999999999996,0.0,0.0,0.0,16.46153846153846,41.27777777777778,0.0,0.0,0.0,0.0,11.538461538461538,0.0,0.0,0.0,15.416666666666668,0.0,0.0,42.56,62.857142857142854,51.727272727272734,37.63636363636363,246.66666666666669,84.78260869565219,0.0,16.851063829787236,0.0
3096,Irish Soda Bread with Raisins,5.0,5.435897435897436,0.0,0.0,30.763636363636365,30.869565217391305,25.0,27.54,0.0,0.0,6.777777777777777,2.6153846153846154,16.944444444444443,0.0,0.0,0.0,0.0,22.153846153846157,21.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
